"Крид 2, 2018","спорт, драма, боевик","
В 2015 году случилось сенсационное возвращение Сильвестра Сталлоне в его культовом образе боксера Рокки на большой экране. Картина «Крид: Наследие Рокки» стала очень успешной, в связи с чем сиквел был лишь вопросом времени. В 2019 году в прокат выходит долгожданный «Крид 2», в котором к своим ролям вернулись Сталлоне и популярный актер Майкл Б. Джордан, исполнивший на экране сына легендарного противника Рокки Аполло Крида.
В фильме «Крид 2» на ринге вновь случится легендарная битва чемпионов. Адонис Крид переживает не лучшие времена. Ему необходимо готовится к своему следующему бою, в чем ему верно помогает Рокки Бальбоа. Однако встреча с новым противником сулит столкновение с прошлым, которое все еще преследует обоих героев. Смогут ли они выйти из этого раунда победителями?
",https://www.kinoafisha.info/movies/8353728/
"Кто я, 2014",триллер,"
Бенджамин — серая мышь, он просто Никто с большой буквы. Но всё очень быстро меняется после неожиданной встречи с харизматичным Максом. Они до невозможности разные внешне люди, но их обоих объединяет один и тот же интерес: компьютерный взлом. Вместе с друзьями Макса, импульсивным Стивеном и параноидальным Полом, они организуют подрывную хакер-группу «Глина». «Глина» молниеносно поражает своей наглостью и становится развлечением номер один целого поколения. Первый раз в своей жизни Бенджамин становится частью чего-то особенного, и даже привлекательная Мари обращает на него внимание. Но удовольствие принимает серьезный оборот, когда их группа становится объектом преследования Федерального ведомства уголовной полиции и Европола. И теперь Бенджамин уже не никто, а самый разыскиваемый хакер в мире, охоту на которого ведёт агент по делам киберпреступности, следователь Ханне Линдберг.
",https://www.kinoafisha.info/movies/8175519/
"Ёлки, 2010",комедия,"
Фильм представляет собой альманах из нескольких связанных общей темой историй, снятых разными режиссерами и актерами в 11 городах России, часто символизирующих разные часовые пояса: это Якутск, Москва, Калининград, Санкт-Петербург, Пермь, Новосибирск, Бавлах, Красноярск, Казань, Уфа и Екатеринбург.
Цепочка событий, прошедшая через всю Россию, начинается в одном из детских домов Калининграда, где юная сирота Варя выдает себя за дочь Медведева, чтобы оправдаться перед другими детьми. В качестве доказательства Варя обещает им, что во время новогоднего поздравления президент произнесет кодовую фразу: “На Деда Мороза надейся, а сам не плошай”.
Понимая, что когда правда откроется, она будет опозорена, Варя решает сбежать из приюта, но ее останавливает другой детдомовец, Вова, который предлагает ей запустить цепочку знакомств, которая в итоге дойдет до Кремля. Но действительно ли теория верна, и никому не известная сирота может достучаться до самого президента?
",https://www.kinoafisha.info/movies/8092597/
"Конг: Остров черепа, 2017","приключения, боевик, фэнтези","
Экранизаций истории о гигантском чудовище Кинг Конге существует уже не один десяток. Одной из последних и самых известных стала картина Питера Джексона 2005 года, главную роль в которой исполнила Наоми Уоттс. Автором нового фильма стал Джордан Вот-Робертс («Долина смерти», «Короли лета»). В главных ролях в ленте «Конг: Остров черепа» снялись самые востребованные актёры современности, среди которых Том Хиддлстон («Тор», «Высотка»), Бри Ларсон («Комната», «Скотт Пилигрим против всех»), Тоби Кеббел («Планета обезьян: Революция»), Сэмюэл Л. Джексон («Неуязвимый», «Мстители», «Омерзительная восьмёрка»), а также Джон Гудман («Кловерфилд, 10», «Большой Лебовски») и Джон Си Райли («Резня», «Банды Нью-Йорка»). 
Сюжет фильма «Конг: Остров черепа» развернётся в 70-е годы минувшего столетия. Команда отважных героев отправляется на далёкий и загадочный Остров черепа, тот самый, откуда в мир был привезён Кинг Конг. Их цель на этот раз – не существо, а некий материал. Также один из членов отряда надеется найти там пропавшего брата. Однако путь на остров лежит долгий, и никто из команды никогда не сможет забыть то, что там скрывается.
",https://www.kinoafisha.info/movies/8171583/
"Хижина в лесу, 2012","ужасы, триллер","
Компания друзей-студентов отправляется в лесную хижину на отдых. В дороге они игнорируют все зловещие предостережения и продолжают радоваться жизни, предвкушая отличный уикенд. Но хижина оказывается предсказуемо опасным местом — на друзей нападают зомби. Шокированная компания не в курсе, что вся мистика — это тщательно срежиссированный сюжет и они сами выбрали то, как им предстоит умереть. 
",https://www.kinoafisha.info/movies/7805059/
"Выстрел в пустоту, 2017","триллер, драма, криминал","
«Выстрел в пустоту» - это новый фильм от Рика Романа Во («Стукач», «Преступник»). В картине задействованы узнаваемые актёры, среди которых звезда «Игры престолов» Николай Костер-Вальдау, Джон Бернтал (сериалы «Сорвиголова» и «Ходячие мертвецы»), Лэйк Белл («Однажды в Вегасе», «Простые сложности»), Джеффри Донован («Подмена», «Спящие»), Бенджамин Брэтт («Доктор Стрэндж»), Эмори Коэн («Бруклин») и другие. 
Фильм «Выстрел в пустоту» расскажет историю бывшего заключённого. В тюрьме его авторитет никогда не предавался сомнениям, и все его уважали. Однако, оказавшись на свободе, ему предстоит совершить очередное преступление. Дело в том, что он должен убить лидера противоборствующей группировки в борьбе за Южную Калифорнию. 
",https://www.kinoafisha.info/movies/8329645/
"Легенды осени, 1994","драма, военный, вестерн","
Оскароносная сага о трех братьях, выросших вместе с отцом, отставным полковником, в удаленном от больших городов уголке штата Монтана. Жизнь мужчин коренным образом меняет появление в доме Сюзанны, невесты младшего из братьев, а затем и Первая мировая война.
",https://www.kinoafisha.info/movies/3977932/
"Летчик, 2021","военный, биография, драма, исторический","
5 причин смотреть фильм «Летчик»:
Сюжет фильма основан на реальной истории жизни военного летчика Алексея Маресьева, который совершил настоящий подвиг во время выполнения приказа своего командующего. Раненый после сложной задачи герой был вынужден в одиночестве скрываться от нацистов и диких зверей. Он также противостоял холоду, но, к счастью, смог вернуться домой.
Режиссером картины выступил российский постановщик Ренат Давлетьяров, автор таких фильмов, как «Любовь-морковь», а также сериала «А зори здесь тихие…».
Роль военного летчика Николая Комлева исполнил прославленный российский актер Петр Федоров, известный по картинам «Аванпост», «Спутник», «Елки 2», «ДМБ», «Не лечи меня», сериалу «А зори здесь тихие…» и многим другим.
Военная драма «Летчик» стала одним из самых ожидаемых российских фильмов конца 2021 года. Жители нашей страны, как правило, уделяют особое внимание картинам, основанным на реальных событиях и посвященных победе Красной армии в войне против фашизма.
История Алексея Маресьева вошла в историю нашей страны как один из самых громких подвигов, совершенных во время войны с Третьим рейхом. Кроме того, во время просмотра фильма можно будет увидеть сразу несколько легендарных моделей военных самолетов.
",https://www.kinoafisha.info/movies/8354693/
"Свингеры , 2021","комедия, мелодрама","
5 причин смотреть фильм «Свингеры»
Комедия «Свингеры» стала одной из самых ранних «предновогодних пташек» в российском прокате. Сюжет картины разворачивается аккурат в конце декабря. Идеальный вариант для тех, кто уже осенью хочет проникнуться атмосферой самого любимого праздника.
Одну из главных ролей в фильме «Свингеры» сыграл российский актер и шоумен Дмитрий Нагиев, знакомый большинству зрителей по юмористическим телешоу, а также лентам «Чистилище», «Палач» и многим другим.
Одним из постановщиков картины стал россиянин Дмитрий Фикс, который в свое время спродюсировал фэнтези «Проводник», комедию «Спасите Колю!», а также множество других российских проектов. Его сорежиссером в «Свингерах» выступил Андрейс Экис.
Главную женскую роль в «Свингерах» исполнила известная российская актриса Олеся Судзиловская, знакомая большинству зрителей по проектам «Ландыш серебристый», «Домашний арест», «Мама не горюй» и «Мусорщик».
Сюжет «Свингеров» рассказывает о рядовой российской паре, которая решается на весьма раскованные сексуальные эксперименты, чтобы спасти свой брак. Фильмы на подобную тематику не особо распространены в отечественном кинематографе, особенно советских времен.
",https://www.kinoafisha.info/movies/8364944/
"Неуправляемый, 2010","триллер, драма, боевик","
Дьюи, инженер смешанного грузового поезда, понимает, что переключатель установлен неправильно, и пытается выровнять его, но спотыкается и падает, оставляя локомотив без присмотра. Полагая, что поезд движется по инерции, смотритель Конни Хупер приказывает Дьюи, Гиллису и сварщику Неду Олдхэму догнать поезд, но когда Олдхэм делает вывод, что поезд уже проехал, там, где ожидалось, они понимают, что он работает на полную мощность. Конни предупреждает Оскара Гэлвина, президента по железнодорожным операциям, и инструктирует местную полицию и полицию штата заблокировать все железнодорожные переезды. Смогут ли герои остановить поезд до того, как он сойдет с рельс? Время работает против них… 
",https://www.kinoafisha.info/movies/7740295/
"Легенда, 2015","триллер, драма, криминал","
1960-е годы. Реджи Крэй — известный криминальный авторитет, возглавляющий одну из преступных группировок восточной части Лондона. Он жесток и бесстрашен, когда дело касается разборок, умен и рассудителен в вопросах бизнеса, учтив и добр в отношениях с женщинами. Реджи хочет распространить свое влияние на остальной Лондон и для достижения этой цели ему не обойтись без помощи брата-близнеца Ронни.
Обманным путем Реджи организует досрочное освобождение Ронни из психиатрической клиники, где тот проходит курс лечения от параноидальной шизофрении. Объединившись, братья начинают свое восхождение на вершину криминального Олимпа. В ход идут любые методы: вооруженные грабежи, рэкет, поджоги, покушения, убийства. Вскоре с братьями Крэй начинают считаться абсолютно все.
Но у любого успеха есть и обратная сторона. Из-за бандитского образа жизни у Реджи разлаживаются отношения с женой, а психическое здоровье Ронни стремительно ухудшается. Болезнь прогрессирует, Ронни всё чаще теряет связь с реальностью, а его жестокость начинает переходить все мыслимые границы…
",https://www.kinoafisha.info/movies/8175761/
"Соник 2 в кино, 2022","боевик, комедия, приключения","
Сиквел полнометражного фильма, посвященного неукротимому ежику Сонику, герою популярной японской игры, выпущенной еще где-то в восьмидесятых годах. Эта картина — идеальный вариант для всех, кто в детстве увлекался Соником: играл в игры и смотрел мультфильмы с его участием.
Постановщиком картины стал Джефф Фаулер, режиссер первой части «Соника». Стоит отметить, что проект про японского ежика стал его кинематографическим дебютом. Впрочем, Фаулер не намерен останавливаться — в будущем году он также выпустит экранизацию «Розовой пантеры».
К своей роли в «Сонике» вернется американец Бен Шварц, знакомый большинству зрителей по многосерийному комедийному шоу «Парки и зоны отдыха», а также мультсериалу «Утиные истории». Кроме того, в продолжении ленты появятся Джим Керри и Джеймс Марсден, которые также вернутся к своим персонажам.
Ожидается, что во второй части «Соника» появится новый персонаж — Ехидна Наклз. Свой голос ему подарит шотландский актер Идрис Эльба, широко известный по своим ролям в сериалах «Лютер», «Прослушка», а также фильмах «Темная башня», «Тор», «Отряд самоубийц» и многим другим.
«Соник 2 в кино» может быть интересен всем тем, кто искренне любит большие студийные блокбастеры, лишенные особого закрученного сюжета или серьезной актерской игры. При любом раскладе, новый «Соник» подарит своим зрителям заряд отличного настроения и множество самых разнообразных шуток.
",https://www.kinoafisha.info/movies/8360947/
"Секретарша, 2002","комедия, мелодрама","
											В родной городок возвращается привлекательная девушка Ли Холловэй. Она страдает небольшими отклонениями в поведении, однако эти странности не мешают Ли устроиться на работу секретаршей к местному чудаковатому юристу мистеру Грэю.

Для начала работа казалась вполне обычной: печатать, оформлять документы, приносить кофе и т. д., пока мистер Грей не заметил, что с грамматикой у девушки не все так хорошо, как хотелось бы. Вот тут-то и открывается дверь в тот самый мир, который Вы так часто себе представляете и начинается все самое интересное!										",https://www.kinoafisha.info/movies/5242/
"Волк с Уолл-стрит, 2013","драма, криминал","
Джордан Белфорт всегда знал, что главное в жизни — это деньги. В 22 года он устраивается работать брокером в инвестиционный банк и моментально осваивается на новом месте. Озлобленные коллеги, атмосфера соперничества, где каждый сам за себя и полное презрение к клиентам — Джордан чувствует себя как рыба в воде. Его желание разбогатеть не может изменить даже внезапный обвал рынка ценных бумаг, который буквально уничтожает все достижения Джордана.
Оправившись от потрясения, Белфорт возвращается в мир больших финансов. Он придумывает выгодную схему продажи акций, собирает команду единомышленников, они создают свою собственную фирму и вскоре начинают заколачивать огромные деньги.
В свободное время разбогатевший Джордан берет от жизни по максимуму: шикарные машины, беспорядочные половые связи, алкоголь и наркотики. Богатство растет, способы заработка становятся всё менее законными, бизнесом Джордана начинают интересоваться в налоговой и ФБР. Семейная жизнь расклеивается, а вчерашние друзья и коллеги превращаются в подельников.
Всё может закончиться тюрьмой, но Джордан Белфорт не из тех, кто отказывается от своей мечты.
",https://www.kinoafisha.info/movies/8137670/
"Охотники за привидениями: наследники, 2021","фантастика, приключения, комедия","
Тридцать лет спустя юные Фиби (Маккенна Грейс) и Тревор (Финн Вулфард) узнают о своей связи с одним из охотников, и с помощью его оборудования они и их учитель, мистер Груберсон (Пол Радд), должны спасти небольшой городок в Оклахоме от призрачной напасти.
Актерский состав третьего фильма об охотниках за привидениями объединил в себе уже знакомую, полюбившуюся зрителям оригинальную четверку и совсем молодых, но известных актеров. Над продолжением культовой трилогии работал сын Айвана Райтмана, режиссера первых двух фильмов, Джейсон Райтман, который воочию видел съемки отца, будучи ребенком. Сценарий находился в разработке с 1989 года, и хотя с того времени он претерпел много изменений, только в 2019 году на участие в проекте подписались члены оригинального актерского состава.
После того как мать-одиночку Келли Спенглер (Кэрри Кун) и двоих ее детей, Фиби и Тревора, выселяют из дома, они вынуждены переехать на разваливающуюся ферму в городе Саммервилль в штате Оклахома, унаследованную от деда. После серии необъяснимых землетрясений дети узнают, что их дед был одним из членов оригинальной четверки охотников, истории о которых давно стали легендами. Также они находят его оборудование, разобраться с которым им поможет их учитель мистер Груберсон.
",https://www.kinoafisha.info/movies/8355619/
"Легенды ночных стражей, 2010","фэнтези, анимация, приключения","
Сорен, молодая сипуха, живет со своей семьей в лесу Тито в Иллинойсе. Сорен любит слушать рассказы своего отца о Ночных стражах, воинах-совах, которые сражаются против Чистых. Его старший брат Клудд смеется над мечтами Сорена стать одним из стражей, потому что устал слушать рассказы. Когда отец учит их первым шагам к полету, Клудд завидует талантам Сорена в полете и позже, когда их родители улетают на охоту, отталкивает Сорена от ветки, что заставляет их обоих упасть на землю. На них нападает тасманский дьявол, но их спасают и похищают две совы, Джетт и Джатт, которые работают на Чистых. Чтобы спастись, герои и их новые друзья, другие похищенные дети, должны сбежать и найти базу Ночных стражей… 
",https://www.kinoafisha.info/movies/7667809/
"Путешествие 2: Таинственный остров, 2011","фантастика, приключения","
С момента своего прошлого приключения в центре Земли Шон Андерсон ищет другие места, упомянутые Жюлем Верном и другими вернианцами. Его уведомляют о закодированном сообщении, и он врывается в спутниковый объект, чтобы полностью его принять. С помощью своего отчима Хэнка он расшифровывает сообщение, в котором указано местонахождению карты, которая ведет его на таинственный остров Верна. Вместе с Габато и Кайлани Шон отправляется на поиски своего деда, легендарного Вернианца Александра. Там они узнают о страшной ошибке Александра, которая может стоить жизни всех людей на Земле…
",https://www.kinoafisha.info/movies/8099426/
"Меня зовут Кхан, 2010","драма, мелодрама","
Ризван Кхан — мусульманин из Индии, страдающий от синдрома Аспергера. Несмотря на болезнь и благодаря поддержке любящей матери ему удалось вырасти добрым и умным человеком и добиться уважения окружающих.
Когда у Ризвана умирает мама, он перебирается в США, к своему брату и его жене. При поддержке родных Ризван постепенно осваивается в новой стране и даже знакомится с красавицей Мандирой, работающей в салоне красоты девушке, которая в одиночку воспитывает сына. Доброта и искренность Ризвана покоряет Мандиру, они женятся и даже открывают небольшое дело.
Их счастливая жизнь разворачивается на 180 градусов после событий 11 сентября 2001 года, когда террористы атаковали башни Всемирного Торгового Центра. По всей стране резко меняется отношение американцев к мусульманам. Ризвану и Мандире, как и тысячам других, приходится терпеть гнет общества. На фоне этого и других печальных событий семья распадается. Тогда Ризван решает, что единственный способ вернуть любимую — это отправиться на личную встречу с президентом США, чтобы сказать ему о царящей несправедливости и доказать, что он, Ризван Кхан, не террорист.
",https://www.kinoafisha.info/movies/7893905/
"Убежище, 2010","триллер, ужасы","
Вскоре после того, как психолог Кара Хардинг теряет своего мужа в аварии, ее отец представляет ей Адама, пациента с подозрением на диссоциативное расстройство, чтобы убедить ее принять необъяснимые психиатрические теории: Адам способен получать физические характеристики других своих личностей. Вскоре Кара узнает, что Дэвид, одна из личностей Адама, был реальным человеком, убитым несколько лет назад. Героиня начинает расследование и находит в ванной в доме у Адама труп. Пока его допрашивает полиция, Кара приходит к шокирующему ее выводу, что природа состояния Адама является не психической, а мистической, но прежде, чем она успевает оповестить об этом других, тот уже нацеливается на членов ее семьи… 
",https://www.kinoafisha.info/movies/8014972/
"Гномео и Джульетта, 2011","фэнтези, анимация, мелодрама, семейный","
Мистер Капулетти и миссис Монтекки – соседи и большие фанаты садоводства. У каждого из них в саду есть фигурки гномов, которые оживают, когда никто не видит, и продолжают вражду своих хозяев. Но однажды садовый гном Гномео Монтекки влюбляется в гномиху Джульетту Капулетти. Чувства, вспыхнувшие между ними, способны положить конец бессмысленной и беспощадной вражде синих и красных. 
",https://www.kinoafisha.info/movies/8111153/
"007: Координаты ""Скайфолл"", 2012","приключения, боевик, триллер","
Информация об агентах МИ-6 украдена преступниками, и Джеймс Бонд в процессе поиска злоумышленников едва не погибает. На задании его ранят, после чего долгое время легендарного агента считают погибшим. Секретные данные тем временем попадают в сеть, а главное здание разведки подвергается теракту. Бонд возвращается в Великобританию, чтобы выполнить свой долг и разобраться в запутанном деле.
",https://www.kinoafisha.info/movies/8114303/
"Идеальные незнакомцы, 2016","драма, комедия","
Фильм «Идеальные незнакомцы» снял итальянец Паоло Дженовезе («Во всём виноват Фрейд», «Помнишь меня?»). В картине снялись: Джузеппе Батистон («Тигр и снег»), Анна Фольетта («Американец»), Марко Джаллини, Эдоардо Лео и другие.
В центре сюжета картины «Идеальные незнакомцы» окажутся семеро друзей: три парочки и их одинокий товарищ. Однажды они собираются на компанейский ужин, который в итоге превращается в настоящую игру. Герои кладут свои телефоны на стол, и, если у кому-то из них позвонят или напишут смс, это тут же предаётся всеобщей огласке. Оказывается, каждому из них было, что скрывать от других, однако теперь стало поздно...
",https://www.kinoafisha.info/movies/8328292/
"Элвин и бурундуки 3, 2011","семейный, мюзикл, комедия","
Накануне шоу International Music Awards Элвин, Саймон и Теодор в компании Британи, Джанетт и Элеоноры, а также приемного отца Дэйва Севилла и бывшего продюсера Яна Хоука отправляются в тихоокеанский круиз. Однако в самый разгар плавания малышей уносит ветром на воздушном змее. Так бурундуки и их подруги оказываются на тропическом острове, где им предстоит освоить навыки выживания в диких условиях.
В это самое время Дейв и Ян отправляются на поиски друзей на дельтаплане и терпят крушение возле того же острова. Казалось бы, героев ждет скорый хэппи-энд, да вот только таинственная незнакомка Зоуи и пробудившийся вулкан вносят свои коррективы в планы Элвина и компании.
Режиссером третьей части франшизы стал Майк Митчелл, до этого поставивший комедии “Мужчина по вызову” (1999) и “Пережить Рождество” (2004), а также мультфильм “Шрэк навсегда” (2010). Традиционно в фильме прозвучат мировые хиты: на этот раз бурундуки исполнят песни Леди Гаги, Кэти Перри, The Go-Gos, Бейонсе и Уиллоу Смит.
",https://www.kinoafisha.info/movies/8089875/
"Форсаж 7, 2015","криминал, триллер, боевик","
Остановив преступную группировку Оуэна Шоу, Доминик Торетто и Брайан О’Коннер, как и остальные члены команды, наконец-то получают разрешение на проживание в США. Однако наслаждаться тихой жизнью в родных краях героям предстоит недолго: родной брат Оуэна Деккард Шоу уже начал охоту на каждого из них.
",https://www.kinoafisha.info/movies/8155166/
"Иллюзионист, 2006","драма, мелодрама, приключения","
Австрия, XIX век. Эдуард Абрамович, мальчик из бедной семьи, зарабатывает на жизнь фокусами, которым научился у странствующего иллюзиониста. Его способности приходятся по душе юной герцогине Софи фон Тешен, но из-за сословного неравенства молодым людям запрещено видеться друг с другом. Спустя годы в Вене появляется гениальный иллюзионист Эйзенхайм. Слухи о его удивительном даре доходят до кронпринца Леопольда. Вместе с наследником престола на выступление приходит его невеста – прелестная Софи фон Тешен. В фокуснике она узнает своего старого знакомого и находит способ встретиться с ним наедине. Между Эйзенхаймом и Софи вспыхивает страстный роман, но вскоре девушку находят мертвой…
",https://www.kinoafisha.info/movies/923496/
"Коллекционер 2, 2012",ужасы,"
Хоррор от создателей серии фильмов «Пила» снова рассказывает зрителям о жестоком маньяке. Аркин, зарабатывающий на жизнь профессиональным грабежом, случайно оказывается в лабиринте убийцы-садиста. Чудом мужчине удается спастись и выбраться из ловушки живым, но он понимает, что Коллекционер не прекратит свою деятельность. Жажда справедливости и месть не интересует главного героя, поэтому он планирует забыть об ужасном происшествии, но у злобного персонажа свои планы. Он не готов так просто позволить жертве уйти. К мужчине приходит состоятельный человек с просьбой о помощи. Его дочь оказалась в уже знакомой Аркину западне вместо него, и теперь ее отец собирает группу для спасения. Главный герой соглашается взяться за работу и снова попадает в лабиринты, готовясь в новой встрече с хитрым маньяком. Для Аркина кровожадный садист заботливо подготовил новые смертельные загадки, поджидающие за каждым поворотом. 
",https://www.kinoafisha.info/movies/8113884/
"Тренер, 2018","спорт, драма","
Футболист Юрий Столешников совершает катастрофическую ошибку во время решающего матча и не забивает пенальти. Для его команды это трагедия, вокруг события разгорается скандал, и главному герою приходится оставить спорт. Он погружается на дно жизни, но однажды получает шанс вернуться к любимому занятию – Юре предлагают работу тренера. Так он попадает в команду одаренных, но обленившихся игроков провинциального футбольного клуба. В планах Столешникова – сделать из подопечных настоящих монстров игры, чтобы восстановить свою репутацию.
",https://www.kinoafisha.info/movies/8326912/
"Ветреная река, 2017",триллер,"
Фильм «Ветреная река» - это режиссёрский дебют Тейлора Шеридана, написавшего сценарии к таким известным фильмам, как «Убийца» Дени Вильнёва и «Любой ценой», получившего номинацию на «Оскар». В главных ролях снялись Элизабет Олсен («Мстители: Эра Альтрона», «Годзилла») и Джереми Реннер («Прибытие», «Мстители»). Также в картине принял участие Джон Бернтал, известный по сериалам «Сорвиголова» и «Ходячие мертвецы». 
В центре сюжета ленты «Ветреная река» окажется девушка из ФБР, которая делает первые шаги на карьерной лестнице. Её отправляют расследовать убийство в одной из индейских рекреаций. Отсутствие опыта и незнание местного климата вынуждают героиню обратиться за помощью к охраннику из местного Департамента рыболовства и охоты. Вместе они пытаются выйти на след преступников.
",https://www.kinoafisha.info/movies/8329283/
"Монстры на каникулах 4: Трансформания, 2021",анимация,"
Необыкновенные монстры возвращаются в популярной американской франшизе от Sony Pictures Animation.
История рассказывает о приключениях монстров, обитающих в отеле «Трансильвания». Только здесь невиданные существа могут не бояться преследования людей и жить свободно. Многие персонажи основаны на героях известных фильмов или являются пародией на них.
В центре сюжета Дракула и его любимая дочь Мэвис. С самого ее рождения отец хотел уберечь свою малышку от внешних угроз. Именно поэтому вампир решает открыть так называемый отель «Трансильвания», где все монстры могли бы чувствовать себя в безопасности вдали от шумных людей. Здесь собраны все известные человеку чудовища: мумия, оборотень, человек-невидимка и даже Франкенштейн. А девочка тем временем просто хочет вырваться и увидеть мир. Внезапно в отеле появляется незваный гость – настоящий человек. Дочь Дракулы влюбляется в парня, и это станет началом новых историй.
Действие сюжета франшизы обычно происходит в отеле для монстров. Только в третьей части, когда Дракула неожиданно влюбляется в девушку из рода охотника на монстров Ван Хельсинга, события выходят за рамки привычного мира и герои все вместе отправляются в круиз.
После всех невероятных историй, с которыми персонажи столкнулись в первых трех частях, в их жизни наконец наступила спокойная пора. И у отца, и у дочери счастливые семьи, а таинственному отелю ничего не угрожает. Но, как известно, монстры не в силах слишком долго жить в тишине безо всяких авантюр. В четвертой части зрители снова станут свидетелями того, как герои будут попадать в многочисленные истории.  
",https://www.kinoafisha.info/movies/8356403/
