"Служебный роман, 1977","мелодрама, комедия","
Людмила Прокофьевна Калугина — суровый и ответственный директор московского статистического управления. Калугина никогда не была замужем, а личная жизнь у нее отсутствует как таковая. Она плохо одевается и не пользуется косметикой, вследствии чего кажется окружающим очень некрасивой женщиной. За спиной подчиненные называет ее “Наша мымра”.
Одним из таких подчиненных является Анатолий Ефремович Новосельцев. Он — старший статистик управления, мечтающий о повышении. Когда освобождается место начальника отдела, заместитель Калугиной и друг Новосельцева Юрий Самохвалов предлагает Людмиле Прокофьевне поставить на это место Анатолия Ефремовича, но Калугина отказывает. Тогда Самохвалов придумывает для Новосильцева другой способ заполучить вакантную должность: он предлагает другу приударить за одинокой Калугиной.
Новосельцев давно находится в разводе и теоретически ему ничто не мешает прибегнуть к хитрости. Проблема в другом: Новосельцев и сам далеко не идеал красоты, он совершенно не умеет ухаживать и вдобавок смертельно боится строгой Людмилы Прокофьевны. Желание получить повышение оказывается сильнее страха и Новосельцев решается на этот отчаянный шаг.
",https://www.kinoafisha.info/movies/5617111/
"Троя, 2004","исторический, приключения","
Древняя Греция, 1193 год до нашей эры. Молодой троянский царевич Парис очаровывает и увозит в Трою самую красивую женщину на земле – прекрасную Елену, жену царя могущественной Спарты Менелая. Подстрекаемый братом, этот оскорбленный правитель направляется к стенам неприступной Трои вместе с огромной армией. На стороне Менелая выступает Ахиллес – благословленный богами непобедимый воин. Начинается долгая и кровавая осада, которая унесет жизни многих героев, чтобы обессмертить их имена навсегда. 
",https://www.kinoafisha.info/movies/5591/
"Хэнкок, 2008","комедия, фантастика, боевик","
Хэнкок - супергерой, которого прекрасно знают и ненавидят все жители Лос-Анджелеса. Дело в том, что Хэнкок - хамоватый алкоголик, который, делая добрые дела, совершенно не задумывается о причиненном ущербе и регулярно разносит половину города. Однажды судьба сводит Хэнкока с специалистом по пиару Рэем, который понимает, что тому просто необходима смена имиджа. Начинается кропотливая работа по превращению маргинала в образцово-показательного супергероя.
",https://www.kinoafisha.info/movies/4172734/
"Кунг-Фу Панда, 2008","комедия, анимация","
Сюжет фильма повествует о ленивом и дурашливом бездельнике по имени По, который является самым большим поклонником кунг-фу в округе, что совсем не вяжется с его каждодневной работой в семейной лапшичной лавке.
Когда его неожиданно выбирают для исполнения древнего пророчества, кажется, что мечты По наконец-то становятся явью. Однако совместные тренировки с кумирами По, легендарной Неистовой пятеркой, показывают панде жестокую реальность: он совершенно не приспособлен для сражений.
Прежде чем По успевает окончательно разочароваться в себе и покинуть мастерскую, невольные союзники узнают, что мстительный и коварный Тай Лунг сбегает из тюрьмы и направляется к ним, чтобы взять свое. Когда пятерка оказывается повержена, только По может защитить всех от надвигающейся угрозы. Сможет ли он воплотить в жизнь свои мечты стать мастером кунг-фу?
",https://www.kinoafisha.info/movies/2108341/
"Гнев человеческий, 2021","криминал, боевик, триллер","
Художественная картина режиссера Гая Ричи, снятая в жанре боевик и триллер. Сценарий фильма основан на французской ленте 2004 года «Инкассатор», режиссером которого выступил Николя Бухриф, а главную роль сыграл Альбер Дюпонтель. «Гнев человеческий» стал четвертым сотрудничеством британского режиссера с актером Джейсоном Стэйтемом после таких работ, как «Карты, деньги, два ствола» (1998), «Большой куш» (2000) и «Револьвер» (2005).
Сюжет картины следует за неким мужчиной по имени Эйч, таинственным и молчаливым персонажем, который всегда выглядит спокойным и большую часть времени погружен в себя. Он работает в компании по перевозке наличных: на нем лежит ответственность за еженедельную транспортировку огромного количества денег по Лос-Анджелесу. Может показаться, что мужчину совершенно не волнует происходящее в его маленьком рабочем коллективе и он не обращает никакого внимания на то, о чем разговаривают друг с другом его коллеги, перевозчики денег. Однако Эйча здесь держит далеко не материальная выгода, а своя личная месть. Внутри холодного героя пылает жажда правосудия, которая и является его основной целью в этой истории. Он пытается отыскать неизвестного заказчика серии крупных ограблений, которые потрясли весь город. Ведя двойную игру, Эйч становится частью запутанных событий, в которых у каждого героя своя особая роль и собственное мнение по поводу происходящего, а те, кто виновен, обязаны познать настоящий гнев человеческий.
 
",https://www.kinoafisha.info/movies/8356609/
"Сумерки. Сага. Новолуние, 2009","фэнтези, мелодрама","
Из-за едва не случившейся трагедии на дне рождения Беллы, которое девушка отмечала в семейном кругу Калленов, Эдвард вынужден расстаться с возлюбленной, чтобы тем самым уберечь ее от возможных опасностей жизни с вампирами.
Тяжело переживая разрыв, Белла сближается со своим знакомым Джейкобом Блэком – индейцем-квилетом из резервации Ла-Пуш, но ее не оставляет образ Эдварда. Она видит его силуэт и слышит его голос в самые опасные для себя моменты, и поиск угрожающих жизни ситуаций становится целью Беллы. Долго искать их самой девушке не приходится, ведь за ней уже охотится вампирша Виктория, которая одержима идеей мести Эдварду за смерть своего возлюбленного. Рассчитывать Белла может только на помощь Джейкоба, который на самом деле оказывается одним из стаи оборотней – заклятых врагов вампиров.
Когда режиссер первых “Сумерек” Кэтрин Хардвик покинула франшизу из-за разногласий с Summit Entertainment, ее место занял Крис Вайц, известный своей работой над фильмами из комедийной серии “Американский пирог” и экранизацией романа “Золотой компас”. К своим ролям вернулись Роберт Паттинсон (Эдвард), Кристен Стюарт (Белла), Эшли Грин (Элис), Питер Фачинелли (Карлайл), Рашель Лефевр (Виктория) и другие актеры из фильма 2008 года. В каст также вошли Майкл Шин и Дакота Фэннинг.
",https://www.kinoafisha.info/movies/7594752/
"Пираты Карибского моря: Сундук мертвеца, 2006","боевик, сказка, комедия, приключения","
Ни дня покоя в жизни капитана Джека Воробья! На этот раз разудалый пират попадает в по-настоящему опасный переплет: когда-то давно он заключил сделку с Дэйви Джонсом, капитаном зловещего «Летучего голландца». Срок выплаты долга вот-вот истечет, и если Джек не поторопится, его ждут сто лет морского рабства. В круговорот авантюр Воробья попадут и его старые знакомые – Уилл и Элизабет, свадьба которых оказывается сорванной из-за неожиданного ареста.
",https://www.kinoafisha.info/movies/533610/
"Пес-самурай и город кошек, 2022","боевик, анимация, комедия","
Самурая, преследующего свои мечты и свой хвост, озвучит не кто иной, как Майкл Сера («Замедленное развитие», «Скотт Пилигрим против мира»).
Сорежиссером выступил Роб Минкофф, который известен как режиссер оригинального «Короля льва» 1994 года.
Сюжет должен был основываться на легендарной картине Ричарда Прайора и Мела Брукса «Сверкающие седла», комедийном вестерне 1974 года. Его первоначальное название – «Пылающий самурай».
Фильм был задуман еще в 2010 году. В 2016 году студия Arc Productions объявила о банкротстве. Из-за пандемии и финансовых трудностей права на распространение переходили из рук в руки вплоть до 2022 года, когда Paramount Animation наконец смогла выпустить фильм.
",https://www.kinoafisha.info/movies/8367137/
"Пираты Карибского моря: Мертвецы не рассказывают сказки, 2017","комедия, фэнтези, боевик, приключения","
На экраны выходит уже пятая часть самой известной пиратской саги современности от студии «Дисней». Продюсирует ленту  «Пираты Карибского моря: Мертвецы не рассказывают сказки» снова Джерри Брукхаймер, ответственный и за все прошлые. А вот режиссёр Роб Маршалл («Чем дальше в лес», «Чикаго»), который перенял долгую эстафету от Гора Вербински, снявшего трёх первых «Пиратов», покинул проект. За новую часть ответственны выходцы из Норвегии Хоаким Роннинг и Эспен Сандберг, работавшие вместе над фильмом «Кон-Тики» и сериалом «Марко Поло».
К своей несменной роли Джека Воробья приступил Джонни Депп, а Джеффри Раш вновь сыграет капитана Барбоссу. Также неожиданным стало заявление, что в фильме «Пираты Карибского моря: Мертвецы не рассказывают сказки» появится персонаж Орланда Блума Уилл Тёрнер. Помимо них в картине снимутся Хавьер Бардем («Старикам тут не место», «Бьютифул»), Гольшифте Фарахини («Друзья») и Кая Скоделарио («Молокососы», «Бегущий в лабиринте»).
По сюжету картины «Пираты Карибского моря: Мертвецы не рассказывают сказки» Джек Воробей неожиданно понимает, что на него объявлена охота. Он стал мишенью для капитана Салазара, который хочет истребить всех пиратов и установить своё господство. Чтобы ему помешать, Джек объединится со старым врагом и другом, капитаном Барбоссой.
",https://www.kinoafisha.info/movies/8150238/
"Холоп, 2019",комедия,"
Комедия перевоспитания – вовсе не новый жанр ещё со времён Шекспира. Однако хороший сценарист всегда сможет добавить «изюминку» в классический рецепт успеха. Так случилось и с фильмом «Холоп». Команда авторов, в которую вошла Дарья Гарцевич («Интерны»), смогла совместить в одной картине сюжет о «попаданце» и историю становления личности. Не обошлось и без отсылок к легендарному «Шоу Трумана» по сценарию Эндрю Никкола. Однако обо всём по порядку.
В центре сюжета – молодой сын олигарха Григорий. Он считает, что закон ему не писан, а любые проблемы решаются деньгами. В отчаянной попытке исправить непутёвого наследника отец обращается к своему приятелю – психологу, образ которого воплотил Охлобыстин («Дом Солнца»). После подстроенной старшим поколением аварии молодой баловень судьбы просыпается в простой русской деревне в далёком XIX веке. И стал Гриша в прошлом вовсе не барчуком – а простым холопом, живущим в хлеву со свиньями.
Одного не знает главный герой – вокруг декорации и нанятые актёры, а указания всем окружающим персонажам даёт следящий за всеми с помощью камер психолог.
Конечно, не обойдётся и без любовной линии. Героиня Александры Бортич («Викинг») сказочно хороша в простом крестьянском платье – и имеет все шансы подтолкнуть главного героя на путь взросления.
Режиссёр Клим Шипенко, известный зрителям по «Тексту» и «Салюту-7», назвал свой новый фильм «лёгкой семейной историей» про отцов и детей – и про готовность идти на крайние меры в деле воспитания.
Гриша, сын московского олигарха Павла, окончательно обалдел от сытой и красивой ночной жизни и в итоге напроказил на тюремное заключение. Его отчаявшийся отец, понимая, что он уже не имеет никакого влияния на сына, просит помощи у своей подруги Насти, которая рекомендует ему безумного гения психологии Льва, известного тем, что его неординарные методы незамедлительно приносят положительный результат.
Втроем они придумывают план насильственной реабилитации Гриши. Для этого Павлу приходится вложиться в огромную реконструкцию крестьянского поместья за полгода до отмены крепостного права. После подстроенного ДТП Гриша просыпается в конюшне, одетый в лохмотья. Приглашенным актером строго приказано обращаться с ним как с бесправным конюхом. В ужасе мажор пытается сбежать, из-за чего чуть не заканчивает в петле: его спасает только появление местной барыни Аглаи, которая милует беглеца.
Несколько раз проект чуть не срывается из-за исторических несоответствий, но, по счастью, Гриша полный профан во всем, что касается истории. Вскоре он влюбляется в случайно попавшую на проект ветеринарку Лизу, чем разрушает планы Льва, который планировал свести его с Аглаей, тем самым заставив его переосмыслить собственные ценности. Пока психолог пытается написать новый сценарий, оскорбленная Аглая распространяет новости о проекте по внешнему миру, и им начинает интересоваться полиция.
Вскоре постановка начинает трещать по швам, и даже отношения Павла и Насти оказываются под угрозой. Теперь только от самого Гриши зависит, сможет ли он осознать свои прошлые ошибки и встать на путь исправления, а любовь к Лизе может стать для него путеводной звездой.
",https://www.kinoafisha.info/movies/8330418/
"Анчартед: на картах не значится, 2022","боевик, приключения","
Этот фильм является первой оригинальной адаптацией мегапопулярной серии видеоигр, которая получила название «Анчартед». Действие игры разворачивается вокруг искателя приключений по имени Дрейк, который то и дело оказывается втянут в какие-либо рискованные события. Известно, что первая серия игр посвящена путешествию Дрейка к мифической стране Эльдорадо, где, по преданиям, спрятаны великие сокровища.
Разработка экранизации «Анчартед» велась на протяжении многих лет. В разные годы над сценарием фильма работали Марк Боал («Цель номер один»), Дэвид Гуггейнхайм («Код доступа «Кейптаун»), а также Кормак и Мэриэнн Уибберли, которые в свое время подарили нам «Сокровище нации» и сиквел «Плохих парней».
Режиссером «Анчартед: На картах не значится» стал Рубен Флейшер, известный большинству зрителей по черной комедии «Добро пожаловать в Zомбилэнд», а также ее сиквелу. Кроме того, Флейшер является постановщиком криминального триллера «Охотники на гангстеров» и «Венома» с Томом Харди.
Главные роли в экранизации «Анчартед» сыграли британский актер Том Холланд, которому  досталась роль самого Дрейка, а также американец Марк Уолберг, который перевоплотится в Виктора Салливана. Оба актера считаются достаточно популярными в Голливуде. Холланд на данный момент является еще и Человеком-пауком в киновселенной Marvel, а Уолберг был номинирован на «Оскар» за свою роль в картине «Отступники».
Небольшую роль в «Анчартед: На картах не значится» сыграет культовый испанский актер Антонио Бандерас, лауреат Каннского кинофестиваля и премии «Гойя». Для многих Бандерас — это в первую очередь бессменный исполнитель роли Зорро. Кроме того, многие помнят его по фильмам «Дети шпионов» и «Однажды в Мексике».
",https://www.kinoafisha.info/movies/8175949/
"Крестный отец, 1972","драма, триллер","
В центре культовой криминальной драмы Фрэнсиса Форда Копполы оказывается нью-йоркский мафиозный клан во главе с доном Вито Корлеоне. Когда его сын Майкл возвращается с Западного фронта Второй мировой войны героем, дон Вито рассчитывает, что наследник продолжит семейное дело. Однако сам Майкл не стремиться попасть в преступные круги. Тем временем среди гангстерских семей Нью-Йорка зреет недовольство железной хваткой “крестного отца”.
",https://www.kinoafisha.info/movies/3974172/
"Грань будущего, 2014","фантастика, боевик","
Непобедимая инопланетная раса уже несколько лет ведет войну с силами Земли. Майор Уильям Кейдж, офицер, который ни разу не видел боевых дней, отправляется на самоубийственную миссию и в считанные минуты погибает. Однако после смерти герой попадает во временную петлю, которая заставляет его снова и снова проходить одни и те же жестокие схватки, сражаться и умирать. С каждой новой битвой мастерство Кейджа возрастает, и вскоре герой понимает, что он такой не один… 
",https://www.kinoafisha.info/movies/8134704/
"12 стульев, 1976","комедия, детектив","
«12 стульев» — экранизация сатирического романа Ильфа и Петрова, действие которого происходит в постреволюционной России. В это непростое время каждый пытается найти способ заработать и встать на ноги. Однако цель главного героя, Остапа Бендера, отличается от незаурядных чаяний его сограждан. Великий комбинатор жаждет уехать в прекрасный город Рио-Де-Жанейро. Киса, бывший помещик, обращается к Остапу с деловым предложением. Объединившись, они отправляются на поиски двенадцати стульев, в одном из которых спрятаны бриллианты. В поисках заветных бриллиантов компаньоны побывают в разных уголках постреволюционной России и познакомятся со множеством колоритных жителей.
Четырехсерийный телефильм “12 стульев” Марка Захарова стал второй советской экранизацией знаменитого романа Ильфа и Петрова. Главные роли в музыкальной картине исполнили Андрей Миронов и Анатолий Папанов, которые за восемь лет до этого составили дуэт в комедии Леонида Гайдая “Бриллиантовая рука”.
Бывший предводитель уездного дворянства, а ныне мелкий чиновник из загса маленького города N Ипполит Матвеевич Воробьянинов внезапно узнает о том, что является наследником целого состояния: на смертном одре теща Воробьянинова Клавдии Ивановны Петухова рассказывает ему о том, что спрятала свои бриллианты в одном из двенадцати стульев гостиного гарнитура работы мастера Гамбса.
Отправившись на розыски гарнитура, Ипполит Матвеевич попадает в Старгород, где знакомится с молодым авантюристом и “великим комбинатором” Остапом Бендером. Предприимчивый “сын турецкоподданного” охотно соглашается помочь Воробьянинову в его предприятии. Однако одновременно с героями на поиски сокровищ отправляется и отец Федор, священник, узнавший о богатстве Клавдии Ивановны во время ее исповеди.
В 1 серии «12 стульев» Киса узнает, что его теща спрятала бриллианты в один из двенадцати стульев, но проблема в том, что эта мебель находится неизвестно где. Поэтому он собирается на поиски драгоценностей и знакомится с авантюристом Остапом Бендером.
Во 2 серии Остап и Киса начинают поиски драгоценных стульев. Первым делом Бендер идет за копией орденов, надеясь узнать, где находится мебель. Ему придется использовать хитрые маневры, чтобы получить желаемое.
В 3 серии «12 стульев» первый найденный стул оказался пустым. Теперь герои направляются в Москву, ведь следующую часть мебели будут продавать на аукционе. Но Киса прогуливает все деньги, которые были предназначены для покупки стульев. Получится ли у героев заполучить их?
В 4 серии седьмой стул опять оказывается пустым. Остап и Киса прикидываются художниками, чтобы попасть на пароход вместе с театром, где находится нужная мебель. Героям нужно не раскрыть себя, пока они не проверят заветные четыре стула.
",https://www.kinoafisha.info/movies/8328344/
"Бойцовский клуб, 1999","триллер, боевик, драма","
Главный герой фильма – тридцатилетний офисный работник, страдающий от хронической бессонницы и уныния. В одной из своих командировок он знакомится с уверенным в себе Тайлером Дерденом, увлеченным философией “борьбы с системой”. Со временем герой обнаруживает, что с харизматичным Тайлером у него гораздо больше общего, чем может показаться на первый взгляд.
",https://www.kinoafisha.info/movies/3963633/
"Гарри Поттер и Тайная Комната, 2002","мистика, приключения, сказка, семейный","
Юный волшебник Гарри Поттер томится дома у своих дяди и тети в ожидании нового учебного года. Его возвращению в Хогвартс стремится помешать домовой эльф Добби, убежденный, что в школе мальчика ждет лишь преждевременная гибель. Полный решимости спасти Гарри, Добби сначала обрушивает праздничный торт на голову жены потенциального бизнес-партнера его дяди, а потом и вовсе замуровывает волшебный проход к поезду, ведущему к поезду в школу чародейства и волшебства.
С горем пополам добравшись до Хогвартса, Гарри сталкивается с по-настоящему серьезными неприятностями: в старинном замке завелось таинственное чудовище, один за другим убивающее студентов, и все вокруг почему-то уверены, что именно Гарри способен им управлять.
Мальчику предстоит уничтожить монстра, очистить свое доброе имя и узнать самые страшные тайны становления лорда Волан-де-Морта.
",https://www.kinoafisha.info/movies/5237/
"Гарри Поттер и Дары смерти. Часть первая, 2010","семейный, фэнтези, драма, мистика, приключения","
Пожиратели смерти нападают на Нору прямо во время свадьбы Билла Уизли и Флёр Делакур. Троица друзей понимает, что больше не может подвергать родных опасности, и отправляются в опасное путешествие, чтобы отыскать крестражи, таящие в себе бессмертие лорда Волан-де-Морта.
Впервые за все время их только трое. Друзьям угрожают не только Темные искусства, но и собственные невысказанные мысли и чувства, способные расколоть даже самый крепкий союз. И все же только втроем они смогут дойти до конца, раскрыть тайну Даров смерти и помочь Гарри исполнить пророчество, созданное задолго до его рождения…
",https://www.kinoafisha.info/movies/7667823/
"Веном 2, 2021","фантастика, боевик","
Зрители, досмотревшие первый фильм о Веноме до финальных титров, могли догадаться, что полноправным персонажем сиквела создатели планируют сделать симбионта Клетуса Кэссади по прозвищу Красная смерть, или Карнаж. 
Особенность, или собственная «фишка» Кэссади – кровавые надписи, которые он оставляет на местах убийств. Очевидно, что маньяк совершенно неконтролируем, и поэтому его содержат под особым надзоров в тюрьме Святого Квентина. 
К безумцу, представляющему угрозу для всего живого, попадает отделившийся от Венома клочок инопланетного симбионта и наделяет своего хозяина безграничной мощью. В отличие от Эдди Брока Клетус и симбионт не спорят друг с другом, а моментально срастаются в единую личность, в которой берут верх самые злобные качества обоих существ, и ее новое имя – Карнаж. 
Выбравшись на свободу, кроваво-красный монстр желает как можно скорее исполнить обещание, данное Броку ещё в тюрьме, и устроить бойню, какой мир до сих пор не видел. 
Спорный супергерой Веном должен остановить своего злейшего врага, который пришел навести хаос. 
Фильм продолжает концепцию отделения Marvel на студии Sony, где героями новых франшиз становятся бывшие злодеи. Режиссерское кресло в сиквеле занял сменивший на этом посту Рубена Фляйшера («Добро пожаловать в Zомбилэнд») Энди Серкинс, известный прежде всего своими актерскими ролями в фильмах Питера Джексона. 
Главные роли в картине исполнят звезды первой величины Том Харди, Вуди Харрельсон, Мишель Уильямс, Наоми Харрис, Стивен Грэм и другие. 
",https://www.kinoafisha.info/movies/8356393/
"Долгая дорога домой, 2017","триллер, драма, мистика","
Мистическая картина о любви, дружбе и семейных отношениях, которая содержит полубиографические элементы. В фильме Анатолия Пасичника реальные события органично переплетаются с вымышленными загадочными происшествиями.
Главный герой – мужчина тридцати лет по имени Сергей, который привык полагаться на судьбу и спокойно плыть по течению. Каждый день его однообразной жизни похож на предыдущий, и герой отлично понимает, что только он сам виноват в том, что упустил свои возможности. Действие разворачивается в обыкновенном провинциальном городке, где мужчине приходится трудиться разнорабочим на местной стройке и жить под одной крышей с родителями и родным братом. Сергей смирился со сложившимися обстоятельствами и, не особенно желая менять свою жизнь, предпочитает вовсе не задумываться о своем предсказуемом и безрадостном будущем.
Однажды ночью ему снится странный сон: покойный отец друга зовет с собой его товарища. На следующее утро этого самого парня находят мертвым. Вскоре с главным героем начинают происходить загадочные и необъяснимые вещи. Сергей пытается разобраться и найти смысл во всех этих событиях, однако результаты его поисков оказываются куда более неожиданными, чем он мог себе представить. Теперь не только Сергей, но и все его близкие оказываются впутанными в непонятную гущу происшествий. Никто из героев не готов принять внезапные изменения, и совсем скоро им всем будет необходимо встретиться лицом к лицу с истинным смыслом нашей таинственной и сложной жизни.
 
 
",https://www.kinoafisha.info/movies/8356951/
"Маска, 1994","фэнтези, криминал, комедия","
Мелкий банковский сотрудник Стэнли Ипкисс застенчив и закомплексован. Он постоянно терпит насмешки и хамство со стороны окружающих, но никогда не решается дать им отпор. Однажды волею случая Стэнли становится обладателем таинственной маски, которая способна наделять того, кто ее носит, магическими способностями, смелостью и неуязвимостью.
",https://www.kinoafisha.info/movies/3659042/
"Дневник памяти, 2004","драма, мелодрама","
“Дневник памяти” повествует о Ромео и Джульетте из Южной Каролины первой половины XX века. Эту историю мы узнаем из уст пожилого мужчины, который рассказывает ее своей соседке по дому престарелых.
Элли – наследница богатого аристократического рода, Ной – простой парень из небогатой семьи. Судьба сводит их вместе на одно незабываемое лето, но затем влюбленным предстоит долгая разлука, виной которой – родители Элли и Вторая мировая война.
Спустя много лет героям предстоит встретиться при совершенно иных обстоятельствах и принять, пожалуй, самое важное решение в своей жизни.
Фильм по мотивам одноименного романа-бестселлер Николаса Спаркса (1996) снял представитель знаменитой голливудской кинодинастии Ник Кассаветис (“Джон Кью”, “Альфа Дог”). Фильм стал прорывом для молодых актеров Райана Гослинга (Ной) и Рэйчел МакАдамс (Элли), дав старт их успешной карьере. В актерский состав также вошли “ветераны” Голливуда Джина Роулендс (“Глория”) и Джеймс Гарнер (“Мэверик”).
",https://www.kinoafisha.info/movies/5676/
"Гарри Поттер и философский камень, 2001","приключения, семейный, сказка","
Десятилетний Гарри Поттер живет в каморке под лестницей в доме номер четыре по Тисовой улице города Лондона. Гарри живет со своими дядей, тетей и кузеном, которые держат мальчика в черном теле: Дурсли не в восторге от того, что тот свалился им на голову после гибели своих родителей.
После ряда загадочных происшествий Гарри начинает получать от неизвестного адресата таинственные письма, которые дядя с тетей не дают ему прочитать. Чтобы скрыться от бесконечного потока писем, Дурсли переезжают на отдаленный остров посреди моря. Там их настигает человек по имени Хагрид, который объясняет Гарри, что на самом деле он, как и его родители,  волшебник, и ему предстоит обучение в лучшей в мире школе чародейства и волшебства Хогвартс.
В школе Гарри предстоить завести верных друзей, испытать невероятные приключения и столкнуться с убийцей своих родителей, самым опасным волшебником в истории.
",https://www.kinoafisha.info/movies/5387519/
